Year,MU.Name,Location,River.condition.Category,Stream.Name,Affiliation,Collection.Method,Rec.Date,Reach,Rec.Sex,Carc.Cond,Percent.Spawn,POH,Rec.Adipose,Clip.Condition,Pred.Affected,Recovery.Comments,Scalebook.Num,Row.Num,Scale.File,Gilbert.Rich.Age.Scale,European.Age.Scale,Partial.Age.Scale,Otolith.Samples,Otolith.Vial.Num
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-22,5,F,1,100,54.3,P,NA,,,13796,1,ch2017-0419,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-10-02,4,F,1,100,65.9,P,NA,,,13797,5,ch2017-0419,S2,1F,RS,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-27,6,M,1,NA,54.4,P,NA,,,20287,1,ch2017-0420,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-29,6,M,1,NA,53.3,P,NA,,,20292,3,ch2017-0420,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-28,4,F,1,100,64.5,P,NA,,,20300,4,ch2017-0420,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-23,6,M,1,NA,57.3,P,NA,,OTOLITH #138,13796,4,ch2017-0419,42,1.2,,Y,138
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-23,6,M,1,NA,55,P,NA,,"OTOLITH # 140, PREDATOR AFFECTED",13797,1,ch2017-0419,42,1.2,,Y,140
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-27,8,M,2,NA,61.3,P,NA,,PREDATOR AFFECTED,20300,2,ch2017-0420,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-24,4,F,1,100,62,P,NA,,,13872,4,ch2017-0419,S2,1F,RS,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-30,4,M,2,NA,71.4,P,NA,,,20296,4,ch2017-0420,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-10-04,5,M,2,NA,76.7,P,NA,,,20408,2,ch2017-0420,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-30,5,M,1,NA,72,P,NA,,,20296,5,ch2017-0420,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-28,4,F,1,100,65.1,P,NA,,,20289,4,ch2017-0420,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-10-01,6,F,2,100,70.8,P,NA,,,20298,4,ch2017-0420,62,1.4,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-27,8,M,3,NA,50.9,P,NA,,,20300,1,ch2017-0420,2M,M2,RG,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-16,4,M,1,NA,75,P,NA,,OTOLITH #100,20731,3,ch2017-0419,52,1.3,,Y,100
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-10-02,5,M,1,NA,58.5,P,NA,,,20290,5,ch2017-0420,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-26,4,F,1,100,68.5,P,NA,,,20277,5,ch2017-0420,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-28,4,F,2,100,61.8,P,NA,,,20300,3,ch2017-0420,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-14,4,F,1,100,62.2,P,NA,,OTOLITH #79,20731,1,ch2017-0419,3M,M3,RG,Y,79
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-25,6,M,2,NA,64.6,P,NA,,PUNCHED WRONG,20748,5,ch2017-0419,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-20,4,F,1,100,59.8,P,NA,,,20745,3,ch2017-0418,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-24,4,F,1,100,61.5,P,NA,,,13872,2,ch2017-0419,S2,1F,RS,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-21,6,M,2,NA,55.1,P,NA,,,13779,2,ch2017-0418,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-27,6,M,3,NA,58.1,P,NA,,,20287,3,ch2017-0420,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-27,7,M,1,NA,62.3,P,NA,,,20288,4,ch2017-0420,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-30,4,F,1,100,67.1,P,NA,,,20294,3,ch2017-0420,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-22,4,F,1,100,65.4,P,NA,,,13794,5,ch2017-0419,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-10-01,6,F,2,100,68.3,P,NA,,,20299,2,ch2017-0420,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-22,4,F,1,100,66.4,P,NA,,,13791,5,ch2017-0419,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-10-03,6,F,2,100,59.3,P,NA,,,20401,4,ch2017-0420,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-10-09,6,M,3,NA,73.1,P,NA,,PREDATOR AFFECTED,20428,5,ch2017-0420,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-23,8,F,1,100,62.4,P,NA,,,13797,3,ch2017-0419,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-27,6,M,1,NA,54.6,P,NA,,,20284,5,ch2017-0420,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-22,4,F,1,100,67,P,NA,,,13794,4,ch2017-0419,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-28,5,M,2,NA,78.2,P,NA,,,20289,5,ch2017-0420,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-10-01,6,M,1,NA,53.5,P,NA,,,20299,1,ch2017-0420,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-26,5,M,1,NA,51.4,P,NA,,,20281,5,ch2017-0420,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-26,3,F,1,NK,71.6,P,NA,,PREDATOR AFFECTED,20277,1,ch2017-0420,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-20,4,F,1,100,68.2,P,NA,,,20745,1,ch2017-0418,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-23,7,F,1,100,68.1,P,NA,,,13797,2,ch2017-0419,3M,M3,RG,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-28,4,F,1,100,67.4,P,NA,,,20289,1,ch2017-0420,3M,M3,RG,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-24,5,M,3,NA,60.5,P,NA,,,13872,5,ch2017-0419,2M,M2,RG,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-30,5,M,1,NA,77.4,P,NA,,,20297,4,ch2017-0420,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-10-04,4,F,1,100,59.3,P,NA,,,20405,3,ch2017-0420,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-27,6,M,1,NA,57.7,P,NA,,,20284,2,ch2017-0420,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-30,4,F,2,100,69.1,P,NA,,,20296,3,ch2017-0420,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-26,5,F,1,100,67.2,P,NA,,,20283,1,ch2017-0420,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-07,7,M,2,NA,56.3,P,NA,,OTOLITH #5,13477,5,ch2017-0418,42,1.2,,Y,5
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-10-02,5,F,1,100,66.3,P,NA,,,20747,4,ch2017-0418,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-16,5,M,2,NA,55.7,P,NA,,"OTOLITH #115, PREDATOR AFFECTED",20731,5,ch2017-0419,42,1.2,,Y,115
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-24,5,M,1,NA,56.8,P,NA,,,20748,4,ch2017-0419,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-28,5,M,1,NA,51.8,P,NA,,,20291,2,ch2017-0420,2M,M2,RG,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-10-04,4,F,1,100,55.5,P,NA,,,20405,2,ch2017-0420,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-22,4,F,2,100,65.6,P,NA,,,13791,2,ch2017-0419,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-30,5,F,2,100,71.4,P,NA,,,20297,2,ch2017-0420,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-12,4,F,1,100,64.4,P,NA,,OTOLITH #45,13480,4,ch2017-0418,52,1.3,,Y,45
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-30,4,F,1,100,65.5,P,NA,,,20294,5,ch2017-0420,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-10-04,4,F,1,100,67.7,P,NA,,,20405,5,ch2017-0420,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-30,5,M,1,NA,59.7,P,NA,,,20297,3,ch2017-0420,S2,1F,RS,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-18,4,M,1,NA,51.4,P,NA,,OTOLITH #118,13768,1,ch2017-0418,42,1.2,,Y,118
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-25,7,M,1,NA,55.1,P,NA,,,13692,4,ch2017-0419,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-10-03,6,NK,2,NK,55.4,P,NA,,,20401,2,ch2017-0420,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-10-06,5,F,1,100,58.3,P,NA,,,20424,2,ch2017-0420,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-10-02,4,F,1,100,68.4,P,NA,,"IF THIS SCALE BOOK ROWS DUPLICATE THEN TWO FISH WERE NOT SCALED, IF THEY ARE NOT DUPLICATE THEN THE SCALES IN BOX 20747 ROW 2/3 CAME FROM THESE FISH",20747,3,ch2017-0418,S2,1F,RS,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-29,6,M,1,NA,71.3,P,NA,,,20292,5,ch2017-0420,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-30,5,M,3,NA,59.3,P,NA,,,20297,5,ch2017-0420,3M,M3,RG,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-25,6,M,1,NA,71,P,NA,,,13693,1,ch2017-0419,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-10-01,6,M,1,NA,51.5,P,NA,,,20298,5,ch2017-0420,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-26,5,M,1,NA,58,P,NA,,,20283,3,ch2017-0420,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-25,6,M,1,NA,62.3,P,NA,,,13693,3,ch2017-0419,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-06,4,F,2,100,63.6,P,NA,,,13561,1,ch2017-0418,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-06,4,F,2,100,69,P,NA,,,13561,2,ch2017-0418,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-06,4,F,2,0,64.4,P,NA,,,13561,3,ch2017-0418,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-06,4,F,2,100,69.7,P,NA,,,13561,4,ch2017-0418,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-06,4,F,3,100,52.8,P,NA,,,13561,5,ch2017-0418,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-06,4,M,1,NA,56.5,P,NA,,,13475,1,ch2017-0418,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-06,4,M,1,NA,77,P,NA,,,13475,2,ch2017-0418,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-06,4,M,1,NA,55.1,P,NA,,,13475,3,ch2017-0418,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-06,2,F,1,0,68.2,P,NA,,Yellow in colour,13475,4,ch2017-0418,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-06,5,M,1,NA,60.1,P,NA,,,13475,5,ch2017-0418,42,1.2,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-07,6,M,1,NA,75.8,P,NA,,,20726,1,ch2017-0418,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-07,6,F,2,0,63.5,P,NA,,OTOLITH TAKEN #7,20726,2,ch2017-0418,52,1.3,,Y,7
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-07,6,F,2,0,64.7,P,NA,,,20726,3,ch2017-0418,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-07,6,F,1,0,65.1,P,NA,,OTOLITH #8,20726,4,ch2017-0418,52,1.3,,Y,8
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-07,6,F,1,0,65.2,P,NA,,OTOLITH #9,20726,5,ch2017-0418,3M,M3,RG,Y,9
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-07,6,F,1,0,65,P,NA,,OTOLITH #10,13476,1,ch2017-0418,52,1.3,,Y,10
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-07,6,M,1,NA,53.9,P,NA,,OTOLITH #11,13476,2,ch2017-0418,42,1.2,,Y,11
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-07,6,M,1,NA,77.7,P,NA,,"OTOLITH #12, PREDATOR",13476,3,ch2017-0418,3M,M3,RG,Y,12
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-07,7,M,1,NA,49.8,P,NA,,OTOLITH#1,13476,4,ch2017-0418,42,1.2,,Y,1
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-07,7,F,1,100,62.6,P,NA,,OTOLITH #2,13476,5,ch2017-0418,3M,M3,RG,Y,2
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-07,8,F,1,NK,66.1,P,NA,,"OTOLITH #6, PREDATOR",13478,1,ch2017-0418,52,1.3,,Y,6
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-08,4,F,1,0,62.1,P,NA,,OTOLITH #15,13478,2,ch2017-0418,52,1.3,,Y,15
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-08,4,F,1,0,64.9,P,NA,,"OTOLITH #16, JAUNDICE, VERY YELLOW BODY",13478,3,ch2017-0418,52,1.3,,Y,16
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-08,4,M,1,NA,56.1,P,NA,,OTOLITH #17,13478,4,ch2017-0418,42,1.2,,Y,17
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-09,6,M,1,NA,76.1,P,NA,,,13687,1,ch2017-0418,3M,M3,RG,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-09,6,M,1,NA,75.6,P,NA,,SLIGHT JAUNDICE,13687,2,ch2017-0418,S2,1F,RS,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-09,6,F,1,100,66.2,P,NA,,OTOLITH #18,13687,3,ch2017-0418,3M,M3,RG,Y,18
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-09,6,F,1,100,67.1,P,NA,,OTOLITH #19,13687,4,ch2017-0418,52,1.3,,Y,19
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-09,6,F,1,100,66.9,P,NA,,OTOLITH #20,13687,5,ch2017-0418,3M,M3,RG,Y,20
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-09,6,F,1,0,73,P,NA,,Otolith #21,13686,1,ch2017-0418,52,1.3,,Y,21
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-09,6,M,2,NA,66.7,P,NA,,"OTOLITH #22, PREDATOR AFFECTED",13686,2,ch2017-0418,52,1.3,,Y,22
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-09,6,M,1,NA,71.1,P,NA,,OTOLITH #23,13686,3,ch2017-0418,42,1.2,,Y,23
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-09,7,F,1,0,64.4,P,NA,,"OTOLITH #24, JAUNDICE",13686,4,ch2017-0418,52,1.3,,Y,24
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-09,7,F,1,0,47.2,P,NA,,"OTOLITH #25, JAUNDICE",13686,5,ch2017-0418,42,1.2,,Y,25
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-09,8,F,1,100,61.3,P,NA,,OTOLITH #26,13479,1,ch2017-0418,42,1.2,,Y,26
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-09,8,F,1,100,70.3,P,NA,,OTOLITH #27,13479,2,ch2017-0418,52,1.3,,Y,27
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-10,4,F,1,100,72.1,P,NA,,OTOLITH #29,13870,1,ch2017-0418,52,1.3,,Y,29
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-10,4,M,1,NA,77.2,P,NA,,OTOLITH #30,13870,2,ch2017-0418,52,1.3,,Y,30
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-10,4,M,1,NA,58.4,P,NA,,OTOLITH #31,13870,3,ch2017-0418,42,1.2,,Y,31
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-10,4,M,1,NA,60.5,P,NA,,OTOLITH #32,13870,4,ch2017-0418,52,1.3,,Y,32
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-10,4,F,1,50,57.7,P,NA,,OTOLITH 333,13870,5,ch2017-0418,42,1.2,,Y,33
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-10,4,F,1,100,64.2,P,NA,,OTOLITH #34,13478,5,ch2017-0418,52,1.3,,Y,34
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-10,3,F,1,100,73.4,P,NA,,OTOLITH #35,13479,3,ch2017-0418,52,1.3,,Y,35
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-10,5,F,2,100,70,P,NA,,OTOLITH #36,13479,4,ch2017-0418,52,1.3,,Y,36
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-10,5,M,1,NA,54.9,P,NA,,OTOLITH #37,13479,5,ch2017-0418,42,1.2,,Y,37
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-11,6,F,1,100,67.8,P,NA,,OTOLITH #39,13481,1,ch2017-0418,52,1.3,,Y,39
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-11,8,F,1,100,73.5,P,NA,,OTOLITH #40,13481,2,ch2017-0418,3M,M3,RG,Y,40
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-11,8,F,1,0,71.5,P,NA,,OTOLITH #41,13481,3,ch2017-0418,52,1.3,,Y,41
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-11,8,M,1,NA,54.5,P,NA,,OTOLITH #42,13481,4,ch2017-0418,42,1.2,,Y,42
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-11,8,F,3,NK,66.7,P,NA,,"OTOLITH #43, PREDATOR AFFECTED",13481,5,ch2017-0418,62,1.4,,Y,43
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-11,4,F,1,100,66,P,NA,,,13464,1,ch2017-0418,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-11,4,M,1,NA,74.1,P,NA,,,13464,2,ch2017-0418,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-11,4,F,1,100,64.2,P,NA,,,13464,3,ch2017-0418,52,1.3,,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-11,4,F,1,100,68.9,P,NA,,,13464,4,ch2017-0418,3M,M3,RG,,
2017,Summer 5sub2,Williams Lake,Large; high Chinook density; multi-species issues,Chilko,DFO,Mark-Recapture,2017-09-12,4,M,2,NA,74.7,P,NA,,OTOLITH #46,13482,1,ch2017-0418,52,1.3,,Y,46
